id,timestamp,Axes_X_aaTorque
i1,2023-04-28T17:20:28.000+02:00,-1.68
i1,2023-04-28T17:20:28.000+02:00,-3.414
i1,2023-04-28T17:20:28.000+02:00,-2.404
i1,2023-04-28T17:20:28.000+02:00,-2.439
i1,2023-04-28T17:20:29.000+02:00,-2.1590000000000003
i1,2023-04-28T17:20:29.000+02:00,-1.971
i1,2023-04-28T17:20:29.000+02:00,-2.049
i1,2023-04-28T17:20:29.000+02:00,-1.764
i1,2023-04-28T17:20:30.000+02:00,-1.559
i1,2023-04-28T17:20:30.000+02:00,-1.9160000000000001
i1,2023-04-28T17:20:30.000+02:00,-1.67
i1,2023-04-28T17:20:30.000+02:00,-2.223
i1,2023-04-28T17:20:31.000+02:00,-0.9440000000000001
i1,2023-04-28T17:20:31.000+02:00,-1.165
i1,2023-04-28T17:20:31.000+02:00,-1.831
i1,2023-04-28T17:20:31.000+02:00,-2.137
i1,2023-04-28T17:20:32.000+02:00,-4.2540000000000004
i1,2023-04-28T17:20:32.000+02:00,-2.685
i1,2023-04-28T17:20:32.000+02:00,-1.692
i1,2023-04-28T17:20:32.000+02:00,-1.778
i1,2023-04-28T17:20:33.000+02:00,-1.837
i1,2023-04-28T17:20:33.000+02:00,-2.057
i1,2023-04-28T17:20:33.000+02:00,0.916
i1,2023-04-28T17:20:34.000+02:00,-2.092
i1,2023-04-28T17:20:34.000+02:00,-2.078
i1,2023-04-28T17:20:34.000+02:00,-2.077
i1,2023-04-28T17:20:34.000+02:00,-2.095
i1,2023-04-28T17:20:35.000+02:00,-2.113
i1,2023-04-28T17:20:35.000+02:00,-2.079
i1,2023-04-28T17:20:35.000+02:00,-2.078
i1,2023-04-28T17:20:35.000+02:00,-2.075
