id,timestamp,i1_position_switch_pressed,i2_position_switch_pressed,i5_light_barrier_interrupted,m1_speed,o7_valve_open,o8_compressor_power_level,current_state,current_task,current_task_elapsed_seconds_since_start,current_sub_task,failure_label
Oven,2022-07-19 10:03:20.25,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:20.35,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:20.46,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:20.56,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:20.67,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:20.77,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:20.87,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:20.98,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:21.08,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:21.18,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:21.28,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:21.38,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:21.49,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:21.59,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:21.70,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:21.80,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:21.91,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:22.01,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:22.12,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:22.22,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:22.33,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:22.43,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:22.54,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:22.64,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:22.74,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:22.85,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:22.95,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:23.06,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:23.16,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:23.26,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:23.37,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:23.47,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:23.58,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:23.68,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:23.79,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:23.89,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:24.00,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:24.10,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:24.21,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:24.31,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:24.42,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:24.52,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:24.62,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:24.73,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:24.83,False,False,False,0,False,0,ready,,0.0,,
